Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date,Year
DE Bollinger,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Chennai,21-Apr-12,2012
R Ashwin,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Chennai,21-Apr-12,2012
N Saini,Kings XI Punjab,Royal Challengers Bangalore,14,0,11,12,1,0,116.66,1,Mohali,20-Apr-12,2012
PC Valthaty,Kings XI Punjab,Royal Challengers Bangalore,6,0,22,12,1,0,50,1,Mohali,20-Apr-12,2012
SE Marsh,Kings XI Punjab,Royal Challengers Bangalore,26,0,24,17,3,1,152.94,1,Mohali,20-Apr-12,2012
DJ Hussey,Kings XI Punjab,Royal Challengers Bangalore,41,0,44,34,4,0,120.58,1,Mohali,20-Apr-12,2012
DA Miller,Kings XI Punjab,Royal Challengers Bangalore,8,0,23,13,0,0,61.53,1,Mohali,20-Apr-12,2012
Mandeep Singh,Kings XI Punjab,Royal Challengers Bangalore,20,0,27,15,0,0,133.33,1,Mohali,20-Apr-12,2012
Azhar Mahmood,Kings XI Punjab,Royal Challengers Bangalore,33,1,24,14,3,2,235.71,1,Mohali,20-Apr-12,2012
PP Chawla,Kings XI Punjab,Royal Challengers Bangalore,7,1,3,3,1,0,233.33,1,Mohali,20-Apr-12,2012
P Awana,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,20-Apr-12,2012
Harmeet Singh,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,20-Apr-12,2012
P Kumar,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,20-Apr-12,2012
MA Agarwal,Royal Challengers Bangalore,Kings XI Punjab,1,0,6,3,0,0,33.33,2,Mohali,20-Apr-12,2012
CH Gayle,Royal Challengers Bangalore,Kings XI Punjab,87,0,89,56,8,4,155.35,2,Mohali,20-Apr-12,2012
V Kohli,Royal Challengers Bangalore,Kings XI Punjab,4,0,4,4,1,0,100,2,Mohali,20-Apr-12,2012
SS Tiwary,Royal Challengers Bangalore,Kings XI Punjab,4,0,14,7,0,0,57.14,2,Mohali,20-Apr-12,2012
AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,52,0,67,39,6,0,133.33,2,Mohali,20-Apr-12,2012
AB McDonald,Royal Challengers Bangalore,Kings XI Punjab,8,1,9,6,1,0,133.33,2,Mohali,20-Apr-12,2012
DL Vettori,Royal Challengers Bangalore,Kings XI Punjab,2,1,4,3,0,0,66.66,2,Mohali,20-Apr-12,2012
Z Khan,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,20-Apr-12,2012
HV Patel,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,20-Apr-12,2012
R Vinay Kumar,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,20-Apr-12,2012
KB Arun Karthik,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,20-Apr-12,2012
F du Plessis,Chennai Super Kings,Pune Warriors,58,0,79,48,4,2,120.83,1,Chennai,19-Apr-12,2012
S Badrinath,Chennai Super Kings,Pune Warriors,57,0,81,48,8,0,118.75,1,Chennai,19-Apr-12,2012
SK Raina,Chennai Super Kings,Pune Warriors,0,0,6,2,0,0,0,1,Chennai,19-Apr-12,2012
MS Dhoni,Chennai Super Kings,Pune Warriors,28,1,24,12,3,1,233.33,1,Chennai,19-Apr-12,2012
DJ Bravo,Chennai Super Kings,Pune Warriors,12,0,12,8,0,1,150,1,Chennai,19-Apr-12,2012
RA Jadeja,Chennai Super Kings,Pune Warriors,7,0,6,3,0,1,233.33,1,Chennai,19-Apr-12,2012
DE Bollinger,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Chennai,19-Apr-12,2012
WP Saha,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Chennai,19-Apr-12,2012
R Ashwin,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Chennai,19-Apr-12,2012
KMDN Kulasekara,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Chennai,19-Apr-12,2012
SB Jakati,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Chennai,19-Apr-12,2012
RV Uthappa,Pune Warriors,Chennai Super Kings,8,0,7,5,2,0,160,2,Chennai,19-Apr-12,2012
JD Ryder,Pune Warriors,Chennai Super Kings,9,0,12,10,2,0,90,2,Chennai,19-Apr-12,2012
SC Ganguly,Pune Warriors,Chennai Super Kings,24,0,19,26,4,0,92.3,2,Chennai,19-Apr-12,2012
MK Pandey,Pune Warriors,Chennai Super Kings,13,0,11,6,0,1,216.66,2,Chennai,19-Apr-12,2012
MN Samuels,Pune Warriors,Chennai Super Kings,26,0,32,24,2,1,108.33,2,Chennai,19-Apr-12,2012
SPD Smith,Pune Warriors,Chennai Super Kings,23,0,44,21,0,0,109.52,2,Chennai,19-Apr-12,2012
AD Mathews,Pune Warriors,Chennai Super Kings,27,0,33,22,1,0,122.72,2,Chennai,19-Apr-12,2012
B Kumar,Pune Warriors,Chennai Super Kings,2,1,14,4,0,0,50,2,Chennai,19-Apr-12,2012
M Kartik,Pune Warriors,Chennai Super Kings,4,1,6,3,0,0,133.33,2,Chennai,19-Apr-12,2012
A Nehra,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Chennai,19-Apr-12,2012
R Sharma,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Chennai,19-Apr-12,2012
KC Sangakkara,Deccan Chargers,Delhi Daredevils,1,0,9,7,0,0,14.28,1,Delhi,19-Apr-12,2012
S Dhawan,Deccan Chargers,Delhi Daredevils,44,0,40,29,5,1,151.72,1,Delhi,19-Apr-12,2012
PA Patel,Deccan Chargers,Delhi Daredevils,45,0,42,27,5,1,166.66,1,Delhi,19-Apr-12,2012
DT Christian,Deccan Chargers,Delhi Daredevils,19,0,30,21,1,0,90.47,1,Delhi,19-Apr-12,2012
JP Duminy,Deccan Chargers,Delhi Daredevils,4,0,6,5,0,0,80,1,Delhi,19-Apr-12,2012
B Chipli,Deccan Chargers,Delhi Daredevils,25,1,30,17,3,1,147.05,1,Delhi,19-Apr-12,2012
AA Jhunjhunwala,Deccan Chargers,Delhi Daredevils,4,0,4,5,1,0,80,1,Delhi,19-Apr-12,2012
DW Steyn,Deccan Chargers,Delhi Daredevils,2,0,2,3,0,0,66.66,1,Delhi,19-Apr-12,2012
A Mishra,Deccan Chargers,Delhi Daredevils,6,0,9,6,0,0,100,1,Delhi,19-Apr-12,2012
Ankit Sharma,Deccan Chargers,Delhi Daredevils,1,1,2,1,0,0,100,1,Delhi,19-Apr-12,2012
V Pratap Singh,Deccan Chargers,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,19-Apr-12,2012
NV Ojha,Delhi Daredevils,Deccan Chargers,1,0,2,4,0,0,25,2,Delhi,19-Apr-12,2012
V Sehwag,Delhi Daredevils,Deccan Chargers,7,0,16,5,1,0,140,2,Delhi,19-Apr-12,2012
KP Pietersen,Delhi Daredevils,Deccan Chargers,103,1,92,64,6,9,160.93,2,Delhi,19-Apr-12,2012
DPMD Jayawardene,Delhi Daredevils,Deccan Chargers,6,0,6,5,1,0,120,2,Delhi,19-Apr-12,2012
LRPL Taylor,Delhi Daredevils,Deccan Chargers,13,0,22,11,1,0,118.18,2,Delhi,19-Apr-12,2012
IK Pathan,Delhi Daredevils,Deccan Chargers,5,0,21,11,0,0,45.45,2,Delhi,19-Apr-12,2012
Y Nagar,Delhi Daredevils,Deccan Chargers,23,1,26,15,3,0,153.33,2,Delhi,19-Apr-12,2012
S Nadeem,Delhi Daredevils,Deccan Chargers,0,0,0,0,0,0,0,2,Delhi,19-Apr-12,2012
UT Yadav,Delhi Daredevils,Deccan Chargers,0,0,0,0,0,0,0,2,Delhi,19-Apr-12,2012
AB Agarkar,Delhi Daredevils,Deccan Chargers,0,0,0,0,0,0,0,2,Delhi,19-Apr-12,2012
M Morkel,Delhi Daredevils,Deccan Chargers,0,0,0,0,0,0,0,2,Delhi,19-Apr-12,2012
AC Gilchrist,Kings XI Punjab,Kolkata Knight Riders,40,1,42,30,3,1,133.33,1,Mohali,18-Apr-12,2012
PC Valthaty,Kings XI Punjab,Kolkata Knight Riders,8,0,14,8,1,0,100,1,Mohali,18-Apr-12,2012
SE Marsh,Kings XI Punjab,Kolkata Knight Riders,33,0,52,30,4,0,110,1,Mohali,18-Apr-12,2012
Mandeep Singh,Kings XI Punjab,Kolkata Knight Riders,6,0,17,10,0,0,60,1,Mohali,18-Apr-12,2012
DJ Hussey,Kings XI Punjab,Kolkata Knight Riders,10,0,26,14,0,0,71.42,1,Mohali,18-Apr-12,2012
P Dogra,Kings XI Punjab,Kolkata Knight Riders,6,0,18,8,0,0,75,1,Mohali,18-Apr-12,2012
AD Mascarenhas,Kings XI Punjab,Kolkata Knight Riders,9,0,10,10,1,0,90,1,Mohali,18-Apr-12,2012
PP Chawla,Kings XI Punjab,Kolkata Knight Riders,9,0,11,10,0,0,90,1,Mohali,18-Apr-12,2012
Harmeet Singh,Kings XI Punjab,Kolkata Knight Riders,0,0,0,0,0,0,0,1,Mohali,18-Apr-12,2012
P Kumar,Kings XI Punjab,Kolkata Knight Riders,0,0,0,0,0,0,0,1,Mohali,18-Apr-12,2012
BA Bhatt,Kings XI Punjab,Kolkata Knight Riders,0,0,0,0,0,0,0,1,Mohali,18-Apr-12,2012
BB McCullum,Kolkata Knight Riders,Kings XI Punjab,15,0,25,18,3,0,83.33,2,Mohali,18-Apr-12,2012
G Gambhir,Kolkata Knight Riders,Kings XI Punjab,66,1,71,44,7,1,150,2,Mohali,18-Apr-12,2012
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,11,0,18,14,0,1,78.57,2,Mohali,18-Apr-12,2012
JH Kallis,Kolkata Knight Riders,Kings XI Punjab,30,1,26,23,2,1,130.43,2,Mohali,18-Apr-12,2012
YK Pathan,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
DB Das,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
B Lee,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
MK Tiwary,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
L Balaji,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
R Bhatia,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
SP Narine,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,18-Apr-12,2012
RV Uthappa,Pune Warriors,Royal Challengers Bangalore,69,0,60,45,9,2,153.33,1,Bengaluru,17-Apr-12,2012
JD Ryder,Pune Warriors,Royal Challengers Bangalore,34,0,32,22,4,1,154.54,1,Bengaluru,17-Apr-12,2012
SC Ganguly,Pune Warriors,Royal Challengers Bangalore,6,0,22,8,0,0,75,1,Bengaluru,17-Apr-12,2012
MN Samuels,Pune Warriors,Royal Challengers Bangalore,34,0,29,20,1,2,170,1,Bengaluru,17-Apr-12,2012
SPD Smith,Pune Warriors,Royal Challengers Bangalore,16,0,20,14,0,1,114.28,1,Bengaluru,17-Apr-12,2012
AD Mathews,Pune Warriors,Royal Challengers Bangalore,10,0,10,7,0,1,142.85,1,Bengaluru,17-Apr-12,2012
M Manhas,Pune Warriors,Royal Challengers Bangalore,6,1,9,4,1,0,150,1,Bengaluru,17-Apr-12,2012
B Kumar,Pune Warriors,Royal Challengers Bangalore,0,1,2,0,0,0,0,1,Bengaluru,17-Apr-12,2012
AB Dinda,Pune Warriors,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,17-Apr-12,2012
A Nehra,Pune Warriors,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,17-Apr-12,2012
R Sharma,Pune Warriors,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,17-Apr-12,2012
TM Dilshan,Royal Challengers Bangalore,Pune Warriors,4,0,12,8,0,0,50,2,Bengaluru,17-Apr-12,2012
CH Gayle,Royal Challengers Bangalore,Pune Warriors,81,0,76,48,4,8,168.75,2,Bengaluru,17-Apr-12,2012
MA Agarwal,Royal Challengers Bangalore,Pune Warriors,9,0,18,10,0,1,90,2,Bengaluru,17-Apr-12,2012
V Kohli,Royal Challengers Bangalore,Pune Warriors,16,0,26,19,1,0,84.21,2,Bengaluru,17-Apr-12,2012
SS Tiwary,Royal Challengers Bangalore,Pune Warriors,36,1,46,23,1,2,156.52,2,Bengaluru,17-Apr-12,2012
AB de Villiers,Royal Challengers Bangalore,Pune Warriors,33,1,26,14,2,3,235.71,2,Bengaluru,17-Apr-12,2012
HV Patel,Royal Challengers Bangalore,Pune Warriors,0,0,0,0,0,0,0,2,Bengaluru,17-Apr-12,2012
R Vinay Kumar,Royal Challengers Bangalore,Pune Warriors,0,0,0,0,0,0,0,2,Bengaluru,17-Apr-12,2012
KP Appanna,Royal Challengers Bangalore,Pune Warriors,0,0,0,0,0,0,0,2,Bengaluru,17-Apr-12,2012
DL Vettori,Royal Challengers Bangalore,Pune Warriors,0,0,0,0,0,0,0,2,Bengaluru,17-Apr-12,2012
Z Khan,Royal Challengers Bangalore,Pune Warriors,0,0,0,0,0,0,0,2,Bengaluru,17-Apr-12,2012
KC Sangakkara,Deccan Chargers,Rajasthan Royals,44,0,46,32,5,1,137.5,1,Jaipur,17-Apr-12,2012
S Dhawan,Deccan Chargers,Rajasthan Royals,52,0,57,43,8,0,120.93,1,Jaipur,17-Apr-12,2012
DT Christian,Deccan Chargers,Rajasthan Royals,29,1,44,19,2,1,152.63,1,Jaipur,17-Apr-12,2012
JP Duminy,Deccan Chargers,Rajasthan Royals,58,1,33,26,3,5,223.07,1,Jaipur,17-Apr-12,2012
A Mishra,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
Anand Rajan,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
T Mishra,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
AA Jhunjhunwala,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
B Chipli,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
DW Steyn,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
Ankit Sharma,Deccan Chargers,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,17-Apr-12,2012
R Dravid,Rajasthan Royals,Deccan Chargers,42,0,26,24,7,1,175,2,Jaipur,17-Apr-12,2012
AM Rahane,Rajasthan Royals,Deccan Chargers,44,0,65,31,5,1,141.93,2,Jaipur,17-Apr-12,2012
AL Menaria,Rajasthan Royals,Deccan Chargers,22,0,28,20,1,1,110,2,Jaipur,17-Apr-12,2012
OA Shah,Rajasthan Royals,Deccan Chargers,12,0,16,11,1,0,109.09,2,Jaipur,17-Apr-12,2012
BJ Hodge,Rajasthan Royals,Deccan Chargers,48,1,30,21,6,2,228.57,2,Jaipur,17-Apr-12,2012
J Botha,Rajasthan Royals,Deccan Chargers,14,0,19,9,0,1,155.55,2,Jaipur,17-Apr-12,2012
DH Yagnik,Rajasthan Royals,Deccan Chargers,9,1,9,3,2,0,300,2,Jaipur,17-Apr-12,2012
SK Trivedi,Rajasthan Royals,Deccan Chargers,0,0,0,0,0,0,0,2,Jaipur,17-Apr-12,2012
GB Hogg,Rajasthan Royals,Deccan Chargers,0,0,0,0,0,0,0,2,Jaipur,17-Apr-12,2012
A Singh,Rajasthan Royals,Deccan Chargers,0,0,0,0,0,0,0,2,Jaipur,17-Apr-12,2012
Pankaj Singh,Rajasthan Royals,Deccan Chargers,0,0,0,0,0,0,0,2,Jaipur,17-Apr-12,2012
RE Levi,Mumbai Indians,Delhi Daredevils,1,0,14,4,0,0,25,1,Wankhede,16-Apr-12,2012
DJ Jacobs,Mumbai Indians,Delhi Daredevils,0,0,7,10,0,0,0,1,Wankhede,16-Apr-12,2012
RG Sharma,Mumbai Indians,Delhi Daredevils,29,0,37,27,5,0,107.4,1,Wankhede,16-Apr-12,2012
AT Rayudu,Mumbai Indians,Delhi Daredevils,4,0,16,11,0,0,36.36,1,Wankhede,16-Apr-12,2012
KA Pollard,Mumbai Indians,Delhi Daredevils,1,0,6,3,0,0,33.33,1,Wankhede,16-Apr-12,2012
KD Karthik,Mumbai Indians,Delhi Daredevils,3,0,10,4,0,0,75,1,Wankhede,16-Apr-12,2012
Harbhajan Singh,Mumbai Indians,Delhi Daredevils,33,0,41,22,5,1,150,1,Wankhede,16-Apr-12,2012
CJ McKay,Mumbai Indians,Delhi Daredevils,8,0,21,15,0,0,53.33,1,Wankhede,16-Apr-12,2012
RP Singh,Mumbai Indians,Delhi Daredevils,0,0,4,4,0,0,0,1,Wankhede,16-Apr-12,2012
PP Ojha,Mumbai Indians,Delhi Daredevils,3,0,15,12,0,0,25,1,Wankhede,16-Apr-12,2012
MM Patel,Mumbai Indians,Delhi Daredevils,1,1,4,5,0,0,20,1,Wankhede,16-Apr-12,2012
NV Ojha,Delhi Daredevils,Mumbai Indians,13,0,23,15,2,0,86.66,2,Wankhede,16-Apr-12,2012
V Sehwag,Delhi Daredevils,Mumbai Indians,32,0,55,36,2,1,88.88,2,Wankhede,16-Apr-12,2012
KP Pietersen,Delhi Daredevils,Mumbai Indians,9,0,11,8,1,0,112.5,2,Wankhede,16-Apr-12,2012
DPMD Jayawardene,Delhi Daredevils,Mumbai Indians,17,1,32,20,1,0,85,2,Wankhede,16-Apr-12,2012
LRPL Taylor,Delhi Daredevils,Mumbai Indians,11,1,12,10,1,0,110,2,Wankhede,16-Apr-12,2012
UT Yadav,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,16-Apr-12,2012
IK Pathan,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,16-Apr-12,2012
Y Nagar,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,16-Apr-12,2012
AB Agarkar,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,16-Apr-12,2012
S Nadeem,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,16-Apr-12,2012
M Morkel,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,16-Apr-12,2012
R Dravid,Rajasthan Royals,Royal Challengers Bangalore,25,0,40,32,2,0,78.12,1,Bengaluru,15-Apr-12,2012
AM Rahane,Rajasthan Royals,Royal Challengers Bangalore,103,1,86,60,12,5,171.66,1,Bengaluru,15-Apr-12,2012
OA Shah,Rajasthan Royals,Royal Challengers Bangalore,60,0,37,26,5,5,230.76,1,Bengaluru,15-Apr-12,2012
BJ Hodge,Rajasthan Royals,Royal Challengers Bangalore,1,1,7,2,0,0,50,1,Bengaluru,15-Apr-12,2012
Pankaj Singh,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
SP Goswami,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
GB Hogg,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
J Botha,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
A Singh,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
AL Menaria,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
SK Trivedi,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Bengaluru,15-Apr-12,2012
MA Agarwal,Royal Challengers Bangalore,Rajasthan Royals,34,0,20,21,3,3,161.9,2,Bengaluru,15-Apr-12,2012
CH Gayle,Royal Challengers Bangalore,Rajasthan Royals,8,0,22,9,0,1,88.88,2,Bengaluru,15-Apr-12,2012
V Kohli,Royal Challengers Bangalore,Rajasthan Royals,22,0,29,18,2,0,122.22,2,Bengaluru,15-Apr-12,2012
AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,6,0,16,9,0,0,66.66,2,Bengaluru,15-Apr-12,2012
SS Tiwary,Royal Challengers Bangalore,Rajasthan Royals,17,0,27,16,0,1,106.25,2,Bengaluru,15-Apr-12,2012
M Kaif,Royal Challengers Bangalore,Rajasthan Royals,14,0,24,16,1,0,87.5,2,Bengaluru,15-Apr-12,2012
DL Vettori,Royal Challengers Bangalore,Rajasthan Royals,1,0,2,2,0,0,50,2,Bengaluru,15-Apr-12,2012
R Vinay Kumar,Royal Challengers Bangalore,Rajasthan Royals,11,0,12,9,1,0,122.22,2,Bengaluru,15-Apr-12,2012
Z Khan,Royal Challengers Bangalore,Rajasthan Royals,0,0,10,3,0,0,0,2,Bengaluru,15-Apr-12,2012
S Aravind,Royal Challengers Bangalore,Rajasthan Royals,14,1,12,8,3,0,175,2,Bengaluru,15-Apr-12,2012
M Muralidaran,Royal Challengers Bangalore,Rajasthan Royals,6,0,9,8,0,0,75,2,Bengaluru,15-Apr-12,2012
AC Gilchrist,Kings XI Punjab,Kolkata Knight Riders,5,0,11,9,0,0,55.55,1,Kolkata,15-Apr-12,2012
Mandeep Singh,Kings XI Punjab,Kolkata Knight Riders,38,0,56,34,3,1,111.76,1,Kolkata,15-Apr-12,2012
SE Marsh,Kings XI Punjab,Kolkata Knight Riders,1,0,7,6,0,0,16.66,1,Kolkata,15-Apr-12,2012
DJ Hussey,Kings XI Punjab,Kolkata Knight Riders,32,0,48,31,1,1,103.22,1,Kolkata,15-Apr-12,2012
P Dogra,Kings XI Punjab,Kolkata Knight Riders,6,0,23,11,0,0,54.54,1,Kolkata,15-Apr-12,2012
Bipul Sharma,Kings XI Punjab,Kolkata Knight Riders,12,0,18,11,0,1,109.09,1,Kolkata,15-Apr-12,2012
AD Mascarenhas,Kings XI Punjab,Kolkata Knight Riders,0,0,2,1,0,0,0,1,Kolkata,15-Apr-12,2012
PP Chawla,Kings XI Punjab,Kolkata Knight Riders,13,1,14,8,0,1,162.5,1,Kolkata,15-Apr-12,2012
P Kumar,Kings XI Punjab,Kolkata Knight Riders,0,0,1,1,0,0,0,1,Kolkata,15-Apr-12,2012
Harmeet Singh,Kings XI Punjab,Kolkata Knight Riders,14,0,6,6,3,0,233.33,1,Kolkata,15-Apr-12,2012
BA Bhatt,Kings XI Punjab,Kolkata Knight Riders,6,1,2,2,0,1,300,1,Kolkata,15-Apr-12,2012
JH Kallis,Kolkata Knight Riders,Kings XI Punjab,1,0,8,5,0,0,20,2,Kolkata,15-Apr-12,2012
G Gambhir,Kolkata Knight Riders,Kings XI Punjab,22,0,17,13,4,0,169.23,2,Kolkata,15-Apr-12,2012
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,27,0,46,25,1,1,108,2,Kolkata,15-Apr-12,2012
MK Tiwary,Kolkata Knight Riders,Kings XI Punjab,20,0,33,27,1,0,74.07,2,Kolkata,15-Apr-12,2012
Shakib Al Hasan,Kolkata Knight Riders,Kings XI Punjab,4,0,14,8,0,0,50,2,Kolkata,15-Apr-12,2012
YK Pathan,Kolkata Knight Riders,Kings XI Punjab,0,0,1,3,0,0,0,2,Kolkata,15-Apr-12,2012
DB Das,Kolkata Knight Riders,Kings XI Punjab,35,1,35,23,3,1,152.17,2,Kolkata,15-Apr-12,2012
RN ten Doeschate,Kolkata Knight Riders,Kings XI Punjab,11,0,22,14,1,0,78.57,2,Kolkata,15-Apr-12,2012
R Bhatia,Kolkata Knight Riders,Kings XI Punjab,3,1,3,2,0,0,150,2,Kolkata,15-Apr-12,2012
SP Narine,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Kolkata,15-Apr-12,2012
JD Unadkat,Kolkata Knight Riders,Kings XI Punjab,0,0,0,0,0,0,0,2,Kolkata,15-Apr-12,2012
F du Plessis,Chennai Super Kings,Pune Warriors,43,0,40,33,5,2,130.3,1,Pune,14-Apr-12,2012
M Vijay,Chennai Super Kings,Pune Warriors,8,0,24,11,0,0,72.72,1,Pune,14-Apr-12,2012
SK Raina,Chennai Super Kings,Pune Warriors,20,0,30,19,2,0,105.26,1,Pune,14-Apr-12,2012
MS Dhoni,Chennai Super Kings,Pune Warriors,26,0,52,28,1,0,92.85,1,Pune,14-Apr-12,2012
RA Jadeja,Chennai Super Kings,Pune Warriors,44,0,39,26,4,2,169.23,1,Pune,14-Apr-12,2012
JA Morkel,Chennai Super Kings,Pune Warriors,3,1,6,3,0,0,100,1,Pune,14-Apr-12,2012
DJ Bravo,Chennai Super Kings,Pune Warriors,5,1,4,2,1,0,250,1,Pune,14-Apr-12,2012
KMDN Kulasekara,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Pune,14-Apr-12,2012
R Ashwin,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Pune,14-Apr-12,2012
S Badrinath,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Pune,14-Apr-12,2012
VY Mahesh,Chennai Super Kings,Pune Warriors,0,0,0,0,0,0,0,1,Pune,14-Apr-12,2012
RV Uthappa,Pune Warriors,Chennai Super Kings,10,0,12,7,0,1,142.85,2,Pune,14-Apr-12,2012
JD Ryder,Pune Warriors,Chennai Super Kings,73,1,91,56,7,1,130.35,2,Pune,14-Apr-12,2012
SC Ganguly,Pune Warriors,Chennai Super Kings,16,0,22,16,1,0,100,2,Pune,14-Apr-12,2012
MN Samuels,Pune Warriors,Chennai Super Kings,8,0,18,15,0,0,53.33,2,Pune,14-Apr-12,2012
SPD Smith,Pune Warriors,Chennai Super Kings,44,1,36,22,4,3,200,2,Pune,14-Apr-12,2012
R Sharma,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Pune,14-Apr-12,2012
AD Mathews,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Pune,14-Apr-12,2012
A Nehra,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Pune,14-Apr-12,2012
M Kartik,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Pune,14-Apr-12,2012
AB Dinda,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Pune,14-Apr-12,2012
M Manhas,Pune Warriors,Chennai Super Kings,0,0,0,0,0,0,0,2,Pune,14-Apr-12,2012
R Dravid,Rajasthan Royals,Kolkata Knight Riders,28,0,36,27,5,0,103.7,1,Kolkata,13-Apr-12,2012
AM Rahane,Rajasthan Royals,Kolkata Knight Riders,19,0,27,16,3,0,118.75,1,Kolkata,13-Apr-12,2012
AL Menaria,Rajasthan Royals,Kolkata Knight Riders,1,0,5,6,0,0,16.66,1,Kolkata,13-Apr-12,2012
SP Goswami,Rajasthan Royals,Kolkata Knight Riders,24,0,37,22,1,1,109.09,1,Kolkata,13-Apr-12,2012
OA Shah,Rajasthan Royals,Kolkata Knight Riders,31,0,43,33,3,0,93.93,1,Kolkata,13-Apr-12,2012
